data_year,hid,pid,weight,dla_prob,rec_dla,scotland
2016,3310,120160331002,607,0.00020139013356049182,true,true
2021,11670,120211167002,1442,0.00020139013356049182,true,true
2021,9211,120210921104,4057,0.00031670781524710767,true,true
2015,16160,120151616003,754,0.01051450491141922,true,true
2018,6341,120180634102,664,0.01051450491141922,true,true
2015,2123,120150212303,806,0.014404333684014874,true,true
2016,14408,120161440802,638,0.04068599006382586,true,true
