data_year,hid,pid,weight,dla_prob,rec_dla,scotland
2017,12803,120171280303,805,0.00031670781524710767,false,true
2017,12820,120171282003,1133,0.00031670781524710767,false,true
2017,12848,120171284803,1082,0.00031670781524710767,false,true
2017,12848,120171284804,1082,0.00031670781524710767,false,true
2017,12880,120171288003,991,0.00031670781524710767,false,true
2017,12897,120171289703,704,0.00031670781524710767,false,true
2017,12897,120171289704,704,0.00031670781524710767,false,true
2017,12908,120171290803,649,0.00031670781524710767,false,true
2017,12908,120171290804,649,0.00031670781524710767,false,true
2017,12908,120171290805,649,0.00031670781524710767,false,true
2017,12945,120171294503,895,0.00031670781524710767,false,true
2017,12945,120171294504,895,0.00031670781524710767,false,true
2017,13080,120171308002,643,0.00031670781524710767,false,true
2017,13224,120171322406,2048,0.00031670781524710767,false,true
2017,13245,120171324503,857,0.00031670781524710767,false,true
2017,13326,120171332603,982,0.00031670781524710767,false,true
2017,13332,120171333202,832,0.00031670781524710767,false,true
2017,13368,120171336802,950,0.00031670781524710767,false,true
2017,13369,120171336904,1187,0.00031670781524710767,false,true
2017,13410,120171341003,711,0.00031670781524710767,false,true
2017,13410,120171341004,711,0.00031670781524710767,false,true
2017,13414,120171341403,924,0.00031670781524710767,false,true
2017,13529,120171352903,1018,0.00031670781524710767,false,true
2017,13610,120171361004,1368,0.00031670781524710767,false,true
2017,13611,120171361103,793,0.00031670781524710767,false,true
2017,13672,120171367203,530,0.00031670781524710767,false,true
2017,13672,120171367205,530,0.00031670781524710767,false,true
2017,13673,120171367303,976,0.00031670781524710767,false,true
2017,13807,120171380704,687,0.00031670781524710767,false,true
2017,13807,120171380705,687,0.00031670781524710767,false,true
2017,13919,120171391903,783,0.00031670781524710767,false,true
2017,13927,120171392702,1050,0.00031670781524710767,false,true
2017,13950,120171395004,945,0.00031670781524710767,false,true
2017,13977,120171397703,1140,0.00031670781524710767,false,true
2017,14015,120171401503,1424,0.00031670781524710767,false,true
2017,14286,120171428603,1233,0.00031670781524710767,false,true
2017,14305,120171430503,594,0.00031670781524710767,false,true
2017,14305,120171430504,594,0.00031670781524710767,false,true
2017,14305,120171430505,594,0.00031670781524710767,false,true
2017,14307,120171430703,1223,0.00031670781524710767,false,true
2017,14325,120171432504,970,0.00031670781524710767,false,true
2017,14379,120171437903,1045,0.00031670781524710767,false,true
2017,14387,120171438703,936,0.00031670781524710767,false,true
2017,14402,120171440204,1592,0.00031670781524710767,false,true
2017,14453,120171445303,7395,0.00031670781524710767,false,true
2017,14469,120171446904,1039,0.00031670781524710767,false,true
2017,14475,120171447505,628,0.00031670781524710767,false,true
2017,14547,120171454702,675,0.00031670781524710767,false,true
2017,14719,120171471903,1140,0.00031670781524710767,false,true
2017,14720,120171472005,520,0.00031670781524710767,false,true
2017,14844,120171484403,724,0.00031670781524710767,false,true
2017,14844,120171484404,724,0.00031670781524710767,false,true
2017,14876,120171487603,761,0.00031670781524710767,false,true
2017,14876,120171487604,761,0.00031670781524710767,false,true
2017,14896,120171489603,630,0.00031670781524710767,false,true
2017,14896,120171489604,630,0.00031670781524710767,false,true
2017,14896,120171489605,630,0.00031670781524710767,false,true
2017,15021,120171502102,1126,0.00031670781524710767,false,true
2017,15127,120171512705,678,0.00031670781524710767,false,true
2017,15142,120171514204,799,0.00031670781524710767,false,true
2017,15160,120171516003,1075,0.00031670781524710767,false,true
2017,15271,120171527103,1448,0.00031670781524710767,false,true
2017,15274,120171527405,2216,0.00031670781524710767,false,true
2017,15318,120171531802,952,0.00031670781524710767,false,true
2017,15321,120171532102,1180,0.00031670781524710767,false,true
2017,15353,120171535303,776,0.00031670781524710767,false,true
2017,15446,120171544604,635,0.00031670781524710767,false,true
2017,15509,120171550903,795,0.00031670781524710767,false,true
2017,15550,120171555003,1178,0.00031670781524710767,false,true
2017,15596,120171559606,491,0.00031670781524710767,false,true
2017,15623,120171562304,776,0.00031670781524710767,false,true
2017,15647,120171564703,881,0.00031670781524710767,false,true
2017,15706,120171570603,1050,0.00031670781524710767,false,true
2017,15706,120171570604,1050,0.00031670781524710767,false,true
2017,15732,120171573203,969,0.00031670781524710767,false,true
2017,15810,120171581002,838,0.00031670781524710767,false,true
2017,15989,120171598903,1328,0.00031670781524710767,false,true
2017,16008,120171600803,666,0.00031670781524710767,false,true
2017,16037,120171603703,809,0.00031670781524710767,false,true
2017,16037,120171603704,809,0.00031670781524710767,false,true
2017,16042,120171604204,1047,0.00031670781524710767,false,true
2017,16042,120171604206,1047,0.00031670781524710767,false,true
2017,16060,120171606002,592,0.00031670781524710767,false,true
2017,16060,120171606003,592,0.00031670781524710767,false,true
2017,16060,120171606004,592,0.00031670781524710767,false,true
2017,16129,120171612903,631,0.00031670781524710767,false,true
2017,16139,120171613902,950,0.00031670781524710767,false,true
2017,16156,120171615602,765,0.00031670781524710767,false,true
2017,16208,120171620803,590,0.00031670781524710767,false,true
2017,16296,120171629603,1140,0.00031670781524710767,false,true
2017,16373,120171637303,1062,0.00031670781524710767,false,true
2017,16411,120171641103,1437,0.00031670781524710767,false,true
2017,16447,120171644703,634,0.00031670781524710767,false,true
2017,16464,120171646403,693,0.00031670781524710767,false,true
2017,16464,120171646404,693,0.00031670781524710767,false,true
2017,16509,120171650903,1033,0.00031670781524710767,false,true
2017,16549,120171654903,1362,0.00031670781524710767,false,true
2017,16567,120171656703,716,0.00031670781524710767,false,true
2017,16590,120171659002,596,0.00031670781524710767,false,true
2017,16590,120171659003,596,0.00031670781524710767,false,true
2017,16590,120171659004,596,0.00031670781524710767,false,true
2017,16606,120171660603,974,0.00031670781524710767,false,true
2017,16667,120171666704,758,0.00031670781524710767,false,true
2017,16675,120171667503,782,0.00031670781524710767,false,true
2017,16675,120171667504,782,0.00031670781524710767,false,true
2017,16725,120171672504,969,0.00031670781524710767,false,true
2017,16741,120171674102,890,0.00031670781524710767,false,true
2017,16754,120171675403,1092,0.00031670781524710767,false,true
2017,16754,120171675404,1092,0.00031670781524710767,false,true
2017,16854,120171685403,590,0.00031670781524710767,false,true
2017,16854,120171685405,590,0.00031670781524710767,false,true
2017,17007,120171700703,609,0.00031670781524710767,false,true
2017,17047,120171704703,1302,0.00031670781524710767,false,true
2017,17086,120171708604,822,0.00031670781524710767,false,true
2017,17175,120171717503,884,0.00031670781524710767,false,true
2017,17175,120171717504,884,0.00031670781524710767,false,true
2017,17175,120171717505,884,0.00031670781524710767,false,true
2017,17315,120171731503,923,0.00031670781524710767,false,true
2017,17323,120171732302,1016,0.00031670781524710767,false,true
2017,17385,120171738504,666,0.00031670781524710767,false,true
2017,17415,120171741504,627,0.00031670781524710767,false,true
2017,17415,120171741505,627,0.00031670781524710767,false,true
2017,17536,120171753603,975,0.00031670781524710767,false,true
2017,17637,120171763703,761,0.00031670781524710767,false,true
2017,17751,120171775102,1154,0.00031670781524710767,false,true
2017,17819,120171781903,831,0.00031670781524710767,false,true
2017,17819,120171781904,831,0.00031670781524710767,false,true
2017,17900,120171790003,1810,0.00031670781524710767,false,true
2017,17937,120171793703,1245,0.00031670781524710767,false,true
2017,17984,120171798404,1010,0.00031670781524710767,false,true
2017,17987,120171798704,869,0.00031670781524710767,false,true
2017,18024,120171802405,1565,0.00031670781524710767,false,true
2017,18034,120171803403,851,0.00031670781524710767,false,true
2017,18034,120171803404,851,0.00031670781524710767,false,true
2017,18072,120171807203,1036,0.00031670781524710767,false,true
2017,18092,120171809204,718,0.00031670781524710767,false,true
2017,18175,120171817503,805,0.00031670781524710767,false,true
2017,18291,120171829102,839,0.00031670781524710767,false,true
2017,18297,120171829705,588,0.00031670781524710767,false,true
2017,18310,120171831004,798,0.00031670781524710767,false,true
2017,18365,120171836503,810,0.00031670781524710767,false,true
2017,18365,120171836504,810,0.00031670781524710767,false,true
2017,18492,120171849205,574,0.00031670781524710767,false,true
2017,18589,120171858903,730,0.00031670781524710767,false,true
2017,18682,120171868204,1159,0.00031670781524710767,false,true
2017,18803,120171880303,1012,0.00031670781524710767,false,true
2017,18803,120171880304,1012,0.00031670781524710767,false,true
2017,18840,120171884003,1045,0.00031670781524710767,false,true
2017,18852,120171885202,849,0.00031670781524710767,false,true
2017,18905,120171890503,1326,0.00031670781524710767,false,true
2017,18952,120171895202,595,0.00031670781524710767,false,true
2017,18952,120171895203,595,0.00031670781524710767,false,true
2017,19017,120171901703,590,0.00031670781524710767,false,true
2017,19017,120171901704,590,0.00031670781524710767,false,true
2017,19019,120171901905,561,0.00031670781524710767,false,true
2017,19047,120171904703,974,0.00031670781524710767,false,true
2018,12293,120181229302,1127,0.00031670781524710767,false,true
2018,76,120180007603,660,0.00031670781524710767,false,true
2018,104,120180010403,637,0.00031670781524710767,false,true
2018,120,120180012003,867,0.00031670781524710767,false,true
2018,128,120180012803,801,0.00031670781524710767,false,true
2018,185,120180018503,977,0.00031670781524710767,false,true
2018,185,120180018504,977,0.00031670781524710767,false,true
2018,214,120180021403,1259,0.00031670781524710767,false,true
2018,214,120180021404,1259,0.00031670781524710767,false,true
2018,324,120180032404,875,0.00031670781524710767,false,true
2018,373,120180037305,1972,0.00031670781524710767,false,true
2018,374,120180037403,1075,0.00031670781524710767,false,true
2018,374,120180037404,1075,0.00031670781524710767,false,true
2018,379,120180037904,692,0.00031670781524710767,false,true
2018,397,120180039703,778,0.00031670781524710767,false,true
2018,430,120180043003,908,0.00031670781524710767,false,true
2018,450,120180045003,926,0.00031670781524710767,false,true
2018,511,120180051104,1590,0.00031670781524710767,false,true
2018,511,120180051105,1590,0.00031670781524710767,false,true
2018,559,120180055904,717,0.00031670781524710767,false,true
2018,631,120180063103,846,0.00031670781524710767,false,true
2018,694,120180069404,846,0.00031670781524710767,false,true
2018,694,120180069405,846,0.00031670781524710767,false,true
2018,742,120180074203,1029,0.00031670781524710767,false,true
2018,883,120180088303,788,0.00031670781524710767,false,true
2018,883,120180088304,788,0.00031670781524710767,false,true
2018,889,120180088904,910,0.00031670781524710767,false,true
2018,1014,120180101403,943,0.00031670781524710767,false,true
2018,1032,120180103203,834,0.00031670781524710767,false,true
2018,1044,120180104403,1146,0.00031670781524710767,false,true
2018,1102,120180110203,734,0.00031670781524710767,false,true
2018,1254,120180125403,857,0.00031670781524710767,false,true
2018,1363,120180136302,722,0.00031670781524710767,false,true
2018,1389,120180138902,942,0.00031670781524710767,false,true
2018,1428,120180142802,786,0.00031670781524710767,false,true
2018,1499,120180149903,751,0.00031670781524710767,false,true
2018,1524,120180152403,977,0.00031670781524710767,false,true
2018,1524,120180152404,977,0.00031670781524710767,false,true
2018,1524,120180152405,977,0.00031670781524710767,false,true
2018,1616,120180161602,572,0.00031670781524710767,false,true
2018,1616,120180161604,572,0.00031670781524710767,false,true
2018,1633,120180163303,926,0.00031670781524710767,false,true
2018,1646,120180164603,806,0.00031670781524710767,false,true
2018,1646,120180164604,806,0.00031670781524710767,false,true
2018,1664,120180166403,1173,0.00031670781524710767,false,true
2018,1722,120180172203,849,0.00031670781524710767,false,true
2018,1722,120180172204,849,0.00031670781524710767,false,true
2018,1749,120180174902,710,0.00031670781524710767,false,true
2018,1819,120180181903,1180,0.00031670781524710767,false,true
2018,1907,120180190702,680,0.00031670781524710767,false,true
2018,2015,120180201502,710,0.00031670781524710767,false,true
2018,2062,120180206203,761,0.00031670781524710767,false,true
2018,2078,120180207803,922,0.00031670781524710767,false,true
2018,2078,120180207804,922,0.00031670781524710767,false,true
2018,2078,120180207805,922,0.00031670781524710767,false,true
2018,2099,120180209903,1140,0.00031670781524710767,false,true
2018,2145,120180214503,974,0.00031670781524710767,false,true
2018,2328,120180232803,908,0.00031670781524710767,false,true
2018,2328,120180232804,908,0.00031670781524710767,false,true
2018,2350,120180235003,847,0.00031670781524710767,false,true
2018,2350,120180235004,847,0.00031670781524710767,false,true
2018,2406,120180240604,787,0.00031670781524710767,false,true
2018,2486,120180248602,729,0.00031670781524710767,false,true
2018,2486,120180248603,729,0.00031670781524710767,false,true
2018,2486,120180248604,729,0.00031670781524710767,false,true
2018,2508,120180250802,862,0.00031670781524710767,false,true
2018,2508,120180250803,862,0.00031670781524710767,false,true
2018,2643,120180264302,893,0.00031670781524710767,false,true
2018,2752,120180275203,1195,0.00031670781524710767,false,true
2018,2761,120180276103,777,0.00031670781524710767,false,true
2018,2761,120180276104,777,0.00031670781524710767,false,true
2018,2786,120180278602,815,0.00031670781524710767,false,true
2018,2804,120180280402,748,0.00031670781524710767,false,true
2018,2831,120180283103,1051,0.00031670781524710767,false,true
2018,2872,120180287203,1034,0.00031670781524710767,false,true
2018,2872,120180287204,1034,0.00031670781524710767,false,true
2018,2875,120180287503,738,0.00031670781524710767,false,true
2018,2975,120180297503,842,0.00031670781524710767,false,true
2018,2988,120180298804,748,0.00031670781524710767,false,true
2018,3035,120180303502,750,0.00031670781524710767,false,true
2018,3208,120180320805,1780,0.00031670781524710767,false,true
2018,3215,120180321504,664,0.00031670781524710767,false,true
2018,3216,120180321603,787,0.00031670781524710767,false,true
2018,3216,120180321604,787,0.00031670781524710767,false,true
2018,3233,120180323302,751,0.00031670781524710767,false,true
2018,3252,120180325202,969,0.00031670781524710767,false,true
2018,3254,120180325403,977,0.00031670781524710767,false,true
2018,3254,120180325404,977,0.00031670781524710767,false,true
2018,3267,120180326703,1010,0.00031670781524710767,false,true
2018,3321,120180332102,1016,0.00031670781524710767,false,true
2018,3350,120180335003,766,0.00031670781524710767,false,true
2018,3350,120180335004,766,0.00031670781524710767,false,true
2018,3382,120180338205,712,0.00031670781524710767,false,true
2018,3382,120180338206,712,0.00031670781524710767,false,true
2018,3468,120180346802,812,0.00031670781524710767,false,true
2018,3504,120180350403,705,0.00031670781524710767,false,true
2018,3511,120180351102,796,0.00031670781524710767,false,true
2018,3651,120180365104,840,0.00031670781524710767,false,true
2018,3676,120180367602,773,0.00031670781524710767,false,true
2018,3726,120180372604,1057,0.00031670781524710767,false,true
2018,3742,120180374204,881,0.00031670781524710767,false,true
2018,3755,120180375503,982,0.00031670781524710767,false,true
2018,3768,120180376805,1083,0.00031670781524710767,false,true
2018,3769,120180376903,805,0.00031670781524710767,false,true
2018,3769,120180376904,805,0.00031670781524710767,false,true
2018,3769,120180376905,805,0.00031670781524710767,false,true
2018,3808,120180380803,1029,0.00031670781524710767,false,true
2018,3958,120180395804,1326,0.00031670781524710767,false,true
2018,3959,120180395902,680,0.00031670781524710767,false,true
2018,3990,120180399003,908,0.00031670781524710767,false,true
2018,4044,120180404403,1063,0.00031670781524710767,false,true
2018,4072,120180407204,955,0.00031670781524710767,false,true
2018,4076,120180407602,796,0.00031670781524710767,false,true
2018,4154,120180415403,840,0.00031670781524710767,false,true
2018,4184,120180418403,1048,0.00031670781524710767,false,true
2018,4206,120180420603,919,0.00031670781524710767,false,true
2018,4206,120180420604,919,0.00031670781524710767,false,true
2018,4231,120180423104,842,0.00031670781524710767,false,true
2018,4314,120180431404,877,0.00031670781524710767,false,true
2018,4337,120180433703,746,0.00031670781524710767,false,true
2018,4395,120180439504,774,0.00031670781524710767,false,true
2018,4410,120180441003,1010,0.00031670781524710767,false,true
2018,4475,120180447503,1028,0.00031670781524710767,false,true
2018,4558,120180455803,847,0.00031670781524710767,false,true
2018,4558,120180455804,847,0.00031670781524710767,false,true
2018,4560,120180456003,811,0.00031670781524710767,false,true
2018,4560,120180456004,811,0.00031670781524710767,false,true
2018,4580,120180458003,701,0.00031670781524710767,false,true
2018,4634,120180463404,684,0.00031670781524710767,false,true
2018,4654,120180465403,1071,0.00031670781524710767,false,true
2018,4694,120180469403,1059,0.00031670781524710767,false,true
2018,4706,120180470603,922,0.00031670781524710767,false,true
2018,4706,120180470604,922,0.00031670781524710767,false,true
2018,4831,120180483103,853,0.00031670781524710767,false,true
2018,4843,120180484303,1033,0.00031670781524710767,false,true
2018,4852,120180485203,880,0.00031670781524710767,false,true
2018,4852,120180485204,880,0.00031670781524710767,false,true
2018,4861,120180486105,1373,0.00031670781524710767,false,true
2018,4994,120180499402,773,0.00031670781524710767,false,true
2018,5023,120180502304,842,0.00031670781524710767,false,true
2018,5076,120180507604,807,0.00031670781524710767,false,true
2018,5079,120180507905,811,0.00031670781524710767,false,true
2018,5188,120180518803,1028,0.00031670781524710767,false,true
2018,5249,120180524903,648,0.00031670781524710767,false,true
2018,5249,120180524905,648,0.00031670781524710767,false,true
2018,5256,120180525604,1545,0.00031670781524710767,false,true
2018,5310,120180531004,872,0.00031670781524710767,false,true
2018,5411,120180541104,853,0.00031670781524710767,false,true
2018,5472,120180547202,722,0.00031670781524710767,false,true
2018,5612,120180561202,734,0.00031670781524710767,false,true
2018,5671,120180567103,721,0.00031670781524710767,false,true
2018,5817,120180581703,720,0.00031670781524710767,false,true
2018,5851,120180585106,1767,0.00031670781524710767,false,true
2018,5881,120180588104,842,0.00031670781524710767,false,true
2018,5898,120180589805,831,0.00031670781524710767,false,true
2018,5946,120180594602,806,0.00031670781524710767,false,true
2018,6038,120180603803,739,0.00031670781524710767,false,true
2018,6086,120180608602,748,0.00031670781524710767,false,true
2018,6086,120180608603,748,0.00031670781524710767,false,true
2018,6086,120180608604,748,0.00031670781524710767,false,true
2018,6096,120180609603,730,0.00031670781524710767,false,true
2018,6118,120180611803,1015,0.00031670781524710767,false,true
2018,6150,120180615003,753,0.00031670781524710767,false,true
2018,6172,120180617203,655,0.00031670781524710767,false,true
2018,6264,120180626404,968,0.00031670781524710767,false,true
2018,6306,120180630602,894,0.00031670781524710767,false,true
2018,6306,120180630603,894,0.00031670781524710767,false,true
2018,6326,120180632603,927,0.00031670781524710767,false,true
2018,6368,120180636803,888,0.00031670781524710767,false,true
2018,6391,120180639103,895,0.00031670781524710767,false,true
2018,6391,120180639104,895,0.00031670781524710767,false,true
2018,6459,120180645903,618,0.00031670781524710767,false,true
2018,6528,120180652803,750,0.00031670781524710767,false,true
2018,6531,120180653104,691,0.00031670781524710767,false,true
2018,6531,120180653105,691,0.00031670781524710767,false,true
2018,6531,120180653106,691,0.00031670781524710767,false,true
2018,6536,120180653604,806,0.00031670781524710767,false,true
2018,6536,120180653605,806,0.00031670781524710767,false,true
2018,6552,120180655204,963,0.00031670781524710767,false,true
2018,6620,120180662002,778,0.00031670781524710767,false,true
2018,6658,120180665803,976,0.00031670781524710767,false,true
2018,6658,120180665804,976,0.00031670781524710767,false,true
2018,6706,120180670603,842,0.00031670781524710767,false,true
2018,6724,120180672402,762,0.00031670781524710767,false,true
2018,6766,120180676603,724,0.00031670781524710767,false,true
2018,6766,120180676604,724,0.00031670781524710767,false,true
2018,6880,120180688003,1046,0.00031670781524710767,false,true
2018,6880,120180688004,1046,0.00031670781524710767,false,true
2018,6906,120180690603,798,0.00031670781524710767,false,true
2018,6906,120180690605,798,0.00031670781524710767,false,true
2018,6971,120180697104,747,0.00031670781524710767,false,true
2018,6983,120180698303,707,0.00031670781524710767,false,true
2018,7022,120180702203,670,0.00031670781524710767,false,true
2018,7066,120180706603,760,0.00031670781524710767,false,true
2018,7126,120180712602,616,0.00031670781524710767,false,true
2018,7126,120180712604,616,0.00031670781524710767,false,true
2018,7128,120180712803,1149,0.00031670781524710767,false,true
2018,7128,120180712804,1149,0.00031670781524710767,false,true
2018,7170,120180717003,961,0.00031670781524710767,false,true
2018,7208,120180720803,840,0.00031670781524710767,false,true
2018,7329,120180732903,825,0.00031670781524710767,false,true
2018,7339,120180733904,837,0.00031670781524710767,false,true
2018,7371,120180737102,978,0.00031670781524710767,false,true
2018,7440,120180744004,668,0.00031670781524710767,false,true
2018,7484,120180748403,1214,0.00031670781524710767,false,true
2018,7493,120180749304,711,0.00031670781524710767,false,true
2018,7495,120180749503,892,0.00031670781524710767,false,true
2018,7565,120180756504,1079,0.00031670781524710767,false,true
2018,7693,120180769303,757,0.00031670781524710767,false,true
2018,7745,120180774502,844,0.00031670781524710767,false,true
2018,7831,120180783103,839,0.00031670781524710767,false,true
2018,7847,120180784703,877,0.00031670781524710767,false,true
2018,7900,120180790004,1223,0.00031670781524710767,false,true
2018,8024,120180802403,706,0.00031670781524710767,false,true
2018,8056,120180805604,691,0.00031670781524710767,false,true
2018,8090,120180809003,806,0.00031670781524710767,false,true
2018,8090,120180809004,806,0.00031670781524710767,false,true
2018,8091,120180809104,861,0.00031670781524710767,false,true
2018,8101,120180810103,659,0.00031670781524710767,false,true
2018,8101,120180810104,659,0.00031670781524710767,false,true
2018,8202,120180820203,748,0.00031670781524710767,false,true
2018,8202,120180820204,748,0.00031670781524710767,false,true
2018,8253,120180825303,828,0.00031670781524710767,false,true
2018,8325,120180832504,734,0.00031670781524710767,false,true
2018,8380,120180838003,992,0.00031670781524710767,false,true
2018,8380,120180838004,992,0.00031670781524710767,false,true
2018,8478,120180847802,720,0.00031670781524710767,false,true
2018,8478,120180847803,720,0.00031670781524710767,false,true
2018,8493,120180849304,1033,0.00031670781524710767,false,true
2018,8498,120180849803,772,0.00031670781524710767,false,true
2018,8506,120180850603,1351,0.00031670781524710767,false,true
2018,8599,120180859904,785,0.00031670781524710767,false,true
2018,8606,120180860603,981,0.00031670781524710767,false,true
2018,8835,120180883503,826,0.00031670781524710767,false,true
2018,8835,120180883505,826,0.00031670781524710767,false,true
2018,8885,120180888502,855,0.00031670781524710767,false,true
2018,8947,120180894704,789,0.00031670781524710767,false,true
2018,8957,120180895702,882,0.00031670781524710767,false,true
2018,9038,120180903803,741,0.00031670781524710767,false,true
2018,9049,120180904903,961,0.00031670781524710767,false,true
2018,9051,120180905103,986,0.00031670781524710767,false,true
2018,9054,120180905403,1239,0.00031670781524710767,false,true
2018,9097,120180909703,837,0.00031670781524710767,false,true
2018,9207,120180920703,774,0.00031670781524710767,false,true
2018,9224,120180922404,899,0.00031670781524710767,false,true
2018,9240,120180924003,766,0.00031670781524710767,false,true
2018,9240,120180924004,766,0.00031670781524710767,false,true
2018,9247,120180924704,854,0.00031670781524710767,false,true
2018,9362,120180936205,848,0.00031670781524710767,false,true
2018,9367,120180936703,782,0.00031670781524710767,false,true
2018,9367,120180936704,782,0.00031670781524710767,false,true
2018,9407,120180940703,720,0.00031670781524710767,false,true
2018,9442,120180944203,706,0.00031670781524710767,false,true
2018,9442,120180944205,706,0.00031670781524710767,false,true
2018,9449,120180944903,755,0.00031670781524710767,false,true
2018,9559,120180955902,885,0.00031670781524710767,false,true
2018,9562,120180956203,657,0.00031670781524710767,false,true
2018,9562,120180956205,657,0.00031670781524710767,false,true
2018,9610,120180961005,1798,0.00031670781524710767,false,true
2018,9610,120180961006,1798,0.00031670781524710767,false,true
2018,9631,120180963103,979,0.00031670781524710767,false,true
2018,9671,120180967103,1013,0.00031670781524710767,false,true
2018,9712,120180971204,1112,0.00031670781524710767,false,true
2018,9802,120180980203,1260,0.00031670781524710767,false,true
2018,9809,120180980903,946,0.00031670781524710767,false,true
2018,9823,120180982302,824,0.00031670781524710767,false,true
2018,9920,120180992003,1432,0.00031670781524710767,false,true
2018,9934,120180993403,938,0.00031670781524710767,false,true
2018,9934,120180993404,938,0.00031670781524710767,false,true
2018,9973,120180997303,954,0.00031670781524710767,false,true
2018,10041,120181004103,979,0.00031670781524710767,false,true
2018,10126,120181012605,823,0.00031670781524710767,false,true
2018,10148,120181014804,1199,0.00031670781524710767,false,true
2018,10150,120181015003,739,0.00031670781524710767,false,true
2018,10150,120181015004,739,0.00031670781524710767,false,true
2018,10176,120181017604,1299,0.00031670781524710767,false,true
2018,10214,120181021402,743,0.00031670781524710767,false,true
2018,10223,120181022303,888,0.00031670781524710767,false,true
2018,10233,120181023302,868,0.00031670781524710767,false,true
2018,10264,120181026403,639,0.00031670781524710767,false,true
2018,10269,120181026903,847,0.00031670781524710767,false,true
2018,10269,120181026904,847,0.00031670781524710767,false,true
2018,10285,120181028503,778,0.00031670781524710767,false,true
2018,10333,120181033305,631,0.00031670781524710767,false,true
2018,10364,120181036403,685,0.00031670781524710767,false,true
2018,10364,120181036404,685,0.00031670781524710767,false,true
2018,10374,120181037402,782,0.00031670781524710767,false,true
2018,10379,120181037904,618,0.00031670781524710767,false,true
2018,10385,120181038503,954,0.00031670781524710767,false,true
2018,10385,120181038504,954,0.00031670781524710767,false,true
2018,10385,120181038505,954,0.00031670781524710767,false,true
2018,10404,120181040403,742,0.00031670781524710767,false,true
2018,10404,120181040405,742,0.00031670781524710767,false,true
2018,10453,120181045304,734,0.00031670781524710767,false,true
2018,10505,120181050503,756,0.00031670781524710767,false,true
2018,10573,120181057304,720,0.00031670781524710767,false,true
2018,10583,120181058302,844,0.00031670781524710767,false,true
2018,10802,120181080203,1010,0.00031670781524710767,false,true
2018,10839,120181083903,657,0.00031670781524710767,false,true
2018,10839,120181083905,657,0.00031670781524710767,false,true
2018,10974,120181097403,961,0.00031670781524710767,false,true
2018,11025,120181102503,842,0.00031670781524710767,false,true
2018,11046,120181104603,583,0.00031670781524710767,false,true
2018,11133,120181113304,875,0.00031670781524710767,false,true
2018,11166,120181116604,734,0.00031670781524710767,false,true
2018,11177,120181117703,954,0.00031670781524710767,false,true
2018,11182,120181118204,852,0.00031670781524710767,false,true
2018,11207,120181120703,842,0.00031670781524710767,false,true
2018,11244,120181124403,793,0.00031670781524710767,false,true
2018,11244,120181124405,793,0.00031670781524710767,false,true
2018,11244,120181124406,793,0.00031670781524710767,false,true
2018,11267,120181126702,703,0.00031670781524710767,false,true
2018,11329,120181132903,1199,0.00031670781524710767,false,true
2018,11375,120181137502,848,0.00031670781524710767,false,true
2018,11458,120181145803,774,0.00031670781524710767,false,true
2018,11458,120181145804,774,0.00031670781524710767,false,true
2018,11458,120181145805,774,0.00031670781524710767,false,true
2018,11583,120181158303,988,0.00031670781524710767,false,true
2018,11583,120181158305,988,0.00031670781524710767,false,true
2018,11588,120181158803,724,0.00031670781524710767,false,true
2018,11639,120181163903,1361,0.00031670781524710767,false,true
2018,11705,120181170503,965,0.00031670781524710767,false,true
2018,11705,120181170504,965,0.00031670781524710767,false,true
2018,11719,120181171903,716,0.00031670781524710767,false,true
2018,11769,120181176903,924,0.00031670781524710767,false,true
2018,11905,120181190503,761,0.00031670781524710767,false,true
2018,11905,120181190504,761,0.00031670781524710767,false,true
2018,11940,120181194003,696,0.00031670781524710767,false,true
2018,11957,120181195702,862,0.00031670781524710767,false,true
2018,12052,120181205205,723,0.00031670781524710767,false,true
2018,12113,120181211302,832,0.00031670781524710767,false,true
2018,12113,120181211303,832,0.00031670781524710767,false,true
2018,12224,120181222403,778,0.00031670781524710767,false,true
2018,12224,120181222405,778,0.00031670781524710767,false,true
2018,12292,120181229202,778,0.00031670781524710767,false,true
2018,12342,120181234203,1029,0.00031670781524710767,false,true
2018,12354,120181235403,660,0.00031670781524710767,false,true
2018,12420,120181242004,910,0.00031670781524710767,false,true
2018,12461,120181246102,751,0.00031670781524710767,false,true
2018,12461,120181246103,751,0.00031670781524710767,false,true
2018,12539,120181253904,720,0.00031670781524710767,false,true
2018,12576,120181257603,800,0.00031670781524710767,false,true
2018,12625,120181262504,1069,0.00031670781524710767,false,true
2018,12758,120181275803,1829,0.00031670781524710767,false,true
2018,12833,120181283303,1015,0.00031670781524710767,false,true
2018,12834,120181283404,897,0.00031670781524710767,false,true
2018,12878,120181287802,720,0.00031670781524710767,false,true
2018,12878,120181287803,720,0.00031670781524710767,false,true
2018,12939,120181293903,923,0.00031670781524710767,false,true
2018,12972,120181297202,637,0.00031670781524710767,false,true
2018,13007,120181300704,696,0.00031670781524710767,false,true
2018,13031,120181303104,806,0.00031670781524710767,false,true
2018,13121,120181312104,1356,0.00031670781524710767,false,true
2018,13121,120181312105,1356,0.00031670781524710767,false,true
2018,13121,120181312106,1356,0.00031670781524710767,false,true
2018,13132,120181313203,764,0.00031670781524710767,false,true
2018,13167,120181316703,895,0.00031670781524710767,false,true
2018,13213,120181321303,1322,0.00031670781524710767,false,true
