"datayear"	"uniqidnew"	"shelter_1"	"shelter_2"	"shelter_3"	"tenure_1"	"tenure_2"	"tenure_3"	"singlepar_1"	"singlepar_2"	"singlepar_3"	"numadults_1"	"numadults_2"	"numadults_3"	"numkids_1"	"numkids_2"	"numkids_3"	"acctype_1"	"acctype_2"	"acctype_3"	"agehigh_1"	"agehigh_2"	"agehigh_3"	"empstathigh_1"	"empstathigh_2"	"empstathigh_3"	"ethnichigh_1"	"ethnichigh_2"	"ethnichigh_3"	"sochigh_1"	"sochigh_2"	"sochigh_3"	"datayear_1"	"datayear_2"	"datayear_3"
16	"114.86"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	54	10	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"171.51"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	77	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"213.75"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	76	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"265.95"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	23	4	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"322.29"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	51	10	2	3	2	1	1	1	1	5	3	1	16	1	1
16	"456.68"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	74	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"812.34"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	52	10	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"853.78"	0	0	0	3	2	2	1	1	1	1	1	-888	0	0	0	4	2	2	35	7	1	7	5	3	1	1	1	6	4	1	16	1	1
16	"860.01"	0	0	0	2	1	1	0	0	0	3	3	2	1	1	1	1	1	1	55	11	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"1153.39"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	68	13	3	5	3	3	1	1	1	8	3	1	16	1	1
16	"1409.27"	0	0	0	2	1	1	0	0	0	3	3	2	1	1	1	1	1	1	49	9	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"1533.77"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	43	8	2	1	1	1	1	1	1	9	4	1	16	1	1
16	"1785.84"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	59	11	2	5	3	3	1	1	1	3	2	1	16	1	1
16	"1819.06"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	31	6	1	1	1	1	1	1	1	5	3	1	16	1	1
16	"1950.96"	0	0	0	2	1	1	1	1	1	1	1	-888	2	2	1	3	1	1	39	7	1	2	1	1	1	1	1	6	4	1	16	1	1
16	"2023.38"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	27	5	1	1	1	1	1	1	1	4	2	1	16	1	1
16	"2161.55"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	3	1	1	42	8	2	1	1	1	1	1	1	0	0	1	16	1	1
16	"2314.04"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	54	10	2	1	1	1	1	1	1	7	2	1	16	1	1
16	"2608.24"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	66	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"2678.21"	0	0	0	2	1	1	0	0	0	2	2	1	1	1	1	3	1	1	40	8	2	2	1	1	2	1	1	3	2	1	16	1	1
16	"2757.44"	0	0	0	3	2	2	0	0	0	2	2	1	2	2	1	2	1	1	28	5	1	4	5	2	1	1	1	0	0	1	16	1	1
16	"2760.97"	0	0	0	2	1	1	0	0	0	3	3	2	1	1	1	3	1	1	43	8	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"2802.19"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	1	1	1	58	11	2	3	2	1	1	1	1	1	1	1	16	1	1
16	"2914.85"	0	0	0	2	1	1	0	0	0	2	2	1	1	1	1	2	1	1	44	8	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"2937.42"	0	0	0	2	1	1	0	0	0	3	3	2	1	1	1	1	1	1	44	8	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"3471.78"	0	0	0	2	1	1	0	0	0	3	3	2	0	0	0	1	1	1	56	11	2	5	3	3	1	1	1	4	2	1	16	1	1
16	"3756.71"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	4	2	2	67	13	3	5	3	3	1	1	1	9	4	1	16	1	1
16	"3817.93"	0	0	0	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	43	8	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"3929.81"	0	0	0	5	2	2	0	0	0	4	3	2	0	0	0	2	1	1	43	8	2	1	1	1	1	1	1	6	4	1	16	1	1
16	"4005.88"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	56	11	2	8	5	3	1	1	1	0	0	1	16	1	1
16	"4521.22"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	37	7	1	2	1	1	1	1	1	6	4	1	16	1	1
16	"4858.42"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	3	1	1	68	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"4885.89"	0	0	0	5	2	2	0	0	0	2	2	1	3	3	1	3	1	1	36	7	1	1	1	1	1	1	1	5	3	1	16	1	1
16	"5055.55"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	1	1	1	48	9	2	3	2	1	1	1	1	1	1	1	16	1	1
16	"5106.16"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	3	1	1	67	13	3	5	3	3	1	1	1	7	2	1	16	1	1
16	"5116.87"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	29	5	1	1	1	1	1	1	1	9	4	1	16	1	1
16	"5118.78"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	48	9	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"5196"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	3	1	1	57	11	2	10	5	3	1	1	1	6	4	1	16	1	1
16	"5538.92"	0	0	0	2	1	1	0	0	0	3	3	2	0	0	0	1	1	1	52	10	2	1	1	1	2	1	1	6	4	1	16	1	1
16	"5591.64"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	4	2	2	43	8	2	1	1	1	1	1	1	1	1	1	16	1	1
16	"5858.11"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	3	1	1	76	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"6202.07"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	58	11	2	4	5	2	1	1	1	1	1	1	16	1	1
16	"6650.28"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"6706.51"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"6969.18"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	57	11	2	3	2	1	1	1	1	1	1	1	16	1	1
16	"7361.38"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	4	2	2	23	4	1	1	1	1	1	1	1	6	4	1	16	1	1
16	"7436.36"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	74	14	3	3	2	1	1	1	1	1	1	1	16	1	1
16	"7500.03"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	37	7	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"7526.92"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"7965.76"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	19	3	0	6	4	3	2	1	1	0	0	1	16	1	1
16	"7976.62"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	2	1	1	35	7	1	1	1	1	1	1	1	3	2	1	16	1	1
16	"7978.41"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	68	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"8224.26"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	3	1	1	28	5	1	1	1	1	1	1	1	4	2	1	16	1	1
16	"8270.3"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	42	8	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"8432.04"	0	0	0	1	1	1	0	0	0	2	2	1	3	3	1	1	1	1	45	9	2	2	1	1	1	1	1	4	2	1	16	1	1
16	"8556.35"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	56	11	2	1	1	1	1	1	1	9	4	1	16	1	1
16	"8588.2"	0	0	0	1	1	1	0	0	0	2	2	1	1	1	1	3	1	1	56	11	2	5	3	3	1	1	1	2	1	1	16	1	1
16	"8729.33"	0	0	0	2	1	1	0	0	0	3	3	2	1	1	1	1	1	1	48	9	2	1	1	1	1	1	1	8	3	1	16	1	1
16	"9365.54"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	26	5	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"9447.6"	0	0	0	2	1	1	0	0	0	3	3	2	1	1	1	1	1	1	53	10	2	3	2	1	1	1	1	2	1	1	16	1	1
16	"9730.55"	0	0	0	2	1	1	0	0	0	3	3	2	3	3	1	3	1	1	43	8	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"9746.33"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"9868.22"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	70	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"10141.89"	0	0	0	2	1	1	0	0	0	2	2	1	1	1	1	1	1	1	31	6	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"10159.41"	0	0	0	2	1	1	0	0	0	2	2	1	1	1	1	1	1	1	48	9	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"10161.9"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	3	1	1	46	9	2	1	1	1	1	1	1	6	4	1	16	1	1
16	"10191.92"	0	0	0	5	2	2	0	0	0	2	2	1	1	1	1	4	2	2	39	7	1	3	2	1	1	1	1	2	1	1	16	1	1
16	"10256.35"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	1	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"10261.44"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	4	2	2	65	13	3	1	1	1	1	1	1	2	1	1	16	1	1
16	"10460.8"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	29	5	1	1	1	1	1	1	1	5	3	1	16	1	1
16	"10496.58"	0	0	0	3	2	2	0	0	0	2	2	1	0	0	0	3	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"10545.78"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	1	1	1	69	13	3	1	1	1	1	1	1	3	2	1	16	1	1
16	"10785.19"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	20	4	1	4	5	2	1	1	1	9	4	1	16	1	1
16	"10893.88"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	40	8	2	1	1	1	1	1	1	4	2	1	16	1	1
16	"10937.35"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	39	7	1	1	1	1	1	1	1	0	0	1	16	1	1
16	"11180.87"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	49	9	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"11519.72"	0	0	0	5	2	2	0	0	0	2	2	1	2	2	1	3	1	1	42	8	2	1	1	1	1	1	1	9	4	1	16	1	1
16	"11628.99"	0	0	0	6	3	3	0	0	0	2	2	1	0	0	0	3	1	1	36	7	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"11662.92"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	67	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"12023.62"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	41	8	2	9	5	3	1	1	1	0	0	1	16	1	1
16	"12051.53"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	41	8	2	8	5	3	1	1	1	8	3	1	16	1	1
16	"12508"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	38	7	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"12510.47"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	2	1	1	54	10	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"12696.8"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	61	12	3	2	1	1	1	1	1	6	4	1	16	1	1
16	"12713.47"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	59	11	2	5	3	3	1	1	1	2	1	1	16	1	1
16	"12809.89"	0	0	0	1	1	1	0	0	0	4	3	2	0	0	0	2	1	1	54	10	2	7	5	3	2	1	1	0	0	1	16	1	1
16	"12980.63"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	4	2	2	69	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"13066.05"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	58	11	2	1	1	1	1	1	1	4	2	1	16	1	1
16	"13283.03"	0	0	0	2	1	1	0	0	0	2	2	1	1	1	1	1	1	1	37	7	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"13356.75"	0	0	0	1	1	1	0	0	0	4	3	2	2	2	1	1	1	1	46	9	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"13438.16"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	62	12	3	1	1	1	1	1	1	3	2	1	16	1	1
16	"13478.39"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	51	10	2	1	1	1	1	1	1	4	2	1	16	1	1
16	"14320.88"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	77	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"14405.79"	0	0	0	1	1	1	0	0	0	3	3	2	0	0	0	2	1	1	49	9	2	1	1	1	1	1	1	4	2	1	16	1	1
16	"14581.02"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	4	2	2	36	7	1	1	1	1	1	1	1	5	3	1	16	1	1
16	"14615.73"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	43	8	2	1	1	1	1	1	1	7	2	1	16	1	1
16	"14752.45"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	35	7	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"14846.45"	0	0	0	3	2	2	0	0	0	2	2	1	0	0	0	3	1	1	68	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"14878.35"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	41	8	2	8	5	3	1	1	1	0	0	1	16	1	1
16	"15086.28"	0	0	0	2	1	1	0	0	0	4	3	2	1	1	1	1	1	1	53	10	2	1	1	1	2	1	1	6	4	1	16	1	1
16	"15149.77"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	63	12	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"15166.04"	0	0	0	1	1	1	0	0	0	4	3	2	0	0	0	2	1	1	56	11	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"16110.47"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	69	13	3	5	3	3	1	1	1	9	4	1	16	1	1
16	"16491.52"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	50	10	2	4	5	2	1	1	1	0	0	1	16	1	1
16	"16644.2"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	4	2	2	30	6	1	1	1	1	1	1	1	8	3	1	16	1	1
16	"17037.74"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	74	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"17159.06"	0	0	0	5	2	2	0	0	0	2	2	1	1	1	1	4	2	2	42	8	2	8	5	3	1	1	1	9	4	1	16	1	1
16	"17306.8"	0	0	0	1	1	1	1	1	1	1	1	-888	0	0	0	3	1	1	51	10	2	1	1	1	1	1	1	4	2	1	16	1	1
16	"17363.48"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	75	15	3	1	1	1	1	1	1	1	1	1	16	1	1
16	"17858.49"	0	0	0	1	1	1	1	1	1	1	1	-888	1	1	1	1	1	1	54	10	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"17916.86"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"18113.79"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	66	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"18203.56"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	1	1	1	48	9	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"18267.31"	0	0	0	3	2	2	0	0	0	4	3	2	0	0	0	4	2	2	65	13	3	1	1	1	1	1	1	9	4	1	16	1	1
16	"18344.33"	0	0	0	1	1	1	0	0	0	2	2	1	2	2	1	3	1	1	40	8	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"18396.62"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	55	11	2	1	1	1	1	1	1	8	3	1	16	1	1
16	"18617.87"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	3	1	1	79	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"18732.63"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	37	7	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"18792.61"	0	0	0	5	2	2	1	1	1	1	1	-888	2	2	1	3	1	1	25	5	1	7	5	3	1	1	1	0	0	1	16	1	1
16	"19033.65"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	34	6	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"19484.9"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	63	12	3	8	5	3	1	1	1	0	0	1	16	1	1
16	"19663.05"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	47	9	2	1	1	1	1	1	1	6	4	1	16	1	1
16	"19676.62"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	3	1	1	34	6	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"19911.5"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	41	8	2	3	2	1	1	1	1	5	3	1	16	1	1
16	"19954.54"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	3	1	1	79	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"19986.41"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	2	1	1	69	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"20145.15"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	57	11	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"20458.3"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	70	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"20668.76"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	4	2	2	20	4	1	6	4	3	1	1	1	9	4	1	16	1	1
16	"20918.36"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	27	5	1	1	1	1	1	1	1	4	2	1	16	1	1
16	"20993.86"	0	0	0	2	1	1	0	0	0	2	2	1	1	1	1	2	1	1	53	10	2	3	2	1	1	1	1	5	3	1	16	1	1
16	"21197.11"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	43	8	2	1	1	1	1	1	1	8	3	1	16	1	1
16	"21382.77"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	66	13	3	5	3	3	1	1	1	5	3	1	16	1	1
16	"22224.07"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	73	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"22292.45"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	54	10	2	8	5	3	1	1	1	9	4	1	16	1	1
16	"22335.14"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	3	1	1	71	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"22503.17"	0	0	0	2	1	1	0	0	0	2	2	1	1	1	1	1	1	1	58	11	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"23285.82"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"23393.26"	0	0	0	4	2	2	0	0	0	2	2	1	2	2	1	2	1	1	35	7	1	1	1	1	1	1	1	5	3	1	16	1	1
16	"23418.39"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	3	1	1	32	6	1	3	2	1	1	1	1	5	3	1	16	1	1
16	"23461.1"	0	0	0	4	2	2	1	1	1	1	1	-888	0	0	0	4	2	2	26	5	1	7	5	3	1	1	1	0	0	1	16	1	1
16	"23782.41"	0	0	0	5	2	2	0	0	0	2	2	1	3	3	1	3	1	1	41	8	2	1	1	1	1	1	1	8	3	1	16	1	1
16	"23895.19"	0	0	0	5	2	2	1	1	1	1	1	-888	0	0	0	4	2	2	37	7	1	3	2	1	1	1	1	4	2	1	16	1	1
16	"23895.34"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	3	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"24086.28"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	65	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"24136.14"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	5	3	3	71	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"24347.7"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	4	2	2	55	11	2	2	1	1	1	1	1	9	4	1	16	1	1
16	"24480.41"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	72	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"24908.56"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	51	10	2	1	1	1	1	1	1	4	2	1	16	1	1
16	"24984.25"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"25129.59"	0	0	0	3	2	2	0	0	0	3	3	2	1	1	1	2	1	1	47	9	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"25252.9"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	4	2	2	44	8	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"25471.58"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	76	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"25607.35"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	55	11	2	5	3	3	1	1	1	2	1	1	16	1	1
16	"25643.13"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	55	11	2	5	3	3	1	1	1	0	0	1	16	1	1
16	"25746.56"	0	0	0	5	2	2	1	1	1	1	1	-888	0	0	0	3	1	1	33	6	1	2	1	1	1	1	1	9	4	1	16	1	1
16	"25809.06"	0	0	0	1	1	1	0	0	0	3	3	2	0	0	0	1	1	1	56	11	2	5	3	3	1	1	1	2	1	1	16	1	1
16	"25930.14"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	51	10	2	1	1	1	1	1	1	1	1	1	16	1	1
16	"26175.9"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	79	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"26241.37"	0	0	0	4	2	2	1	1	1	1	1	-888	1	1	1	2	1	1	29	5	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"26343.5"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	4	2	2	30	6	1	2	1	1	1	1	1	2	1	1	16	1	1
16	"26383.34"	0	0	0	5	2	2	0	0	0	2	2	1	2	2	1	4	2	2	35	7	1	2	1	1	1	1	1	6	4	1	16	1	1
16	"26899.09"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	3	1	1	69	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"26916.9"	0	0	0	3	2	2	0	0	0	4	3	2	1	1	1	2	1	1	43	8	2	1	1	1	1	1	1	0	0	1	16	1	1
16	"26928.35"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	1	1	1	70	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"27135.3"	0	0	0	5	2	2	0	0	0	2	2	1	1	1	1	2	1	1	32	6	1	1	1	1	1	1	1	9	4	1	16	1	1
16	"27452.43"	0	0	0	4	2	2	0	0	0	2	2	1	0	0	0	3	1	1	52	10	2	1	1	1	1	1	1	9	4	1	16	1	1
16	"28256.62"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	30	6	1	1	1	1	2	1	1	2	1	1	16	1	1
16	"28364.28"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	29	5	1	4	5	2	1	1	1	0	0	1	16	1	1
16	"28388.35"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	20	4	1	6	4	3	2	1	1	0	0	1	16	1	1
16	"28890.22"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	55	11	2	1	1	1	1	1	1	6	4	1	16	1	1
16	"28993.33"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	3	1	1	59	11	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"28996.64"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"29430.36"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	1	1	1	52	10	2	1	1	1	1	1	1	8	3	1	16	1	1
16	"29629.57"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	21	4	1	6	4	3	1	1	1	0	0	1	16	1	1
16	"29714.2"	0	0	0	3	2	2	0	0	0	2	2	1	1	1	1	4	2	2	29	5	1	4	5	2	1	1	1	0	0	1	16	1	1
16	"29942.95"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	68	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"30159.29"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	44	8	2	3	2	1	1	1	1	1	1	1	16	1	1
16	"30277.2"	0	0	0	5	2	2	1	1	1	1	1	-888	1	1	1	2	1	1	37	7	1	6	4	3	1	1	1	0	0	1	16	1	1
16	"30338.46"	0	0	0	2	1	1	0	0	0	2	2	1	1	1	1	2	1	1	43	8	2	1	1	1	1	1	1	4	2	1	16	1	1
16	"30426.7"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	73	14	3	5	3	3	1	1	1	0	0	1	16	1	1
