"datayear"	"uniqidnew"	"shelter_1"	"shelter_2"	"shelter_3"	"tenure_1"	"tenure_2"	"tenure_3"	"singlepar_1"	"singlepar_2"	"singlepar_3"	"numadults_1"	"numadults_2"	"numadults_3"	"numkids_1"	"numkids_2"	"numkids_3"	"acctype_1"	"acctype_2"	"acctype_3"	"agehigh_1"	"agehigh_2"	"agehigh_3"	"empstathigh_1"	"empstathigh_2"	"empstathigh_3"	"ethnichigh_1"	"ethnichigh_2"	"ethnichigh_3"	"sochigh_1"	"sochigh_2"	"sochigh_3"	"datayear_1"	"datayear_2"	"datayear_3"
16	"138323.28"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	35	7	1	2	1	1	1	1	1	7	2	1	16	1	1
16	"138335.49"	0	0	0	2	1	1	0	0	0	2	2	1	1	1	1	1	1	1	46	9	2	7	5	3	1	1	1	1	1	1	16	1	1
16	"138450.82"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	77	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"138550.39"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	4	2	2	69	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"139082.84"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	2	1	1	32	6	1	1	1	1	1	1	1	7	2	1	16	1	1
16	"139293.75"	0	0	0	4	2	2	0	0	0	3	3	2	2	2	1	2	1	1	59	11	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"139396.89"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	65	13	3	3	2	1	1	1	1	5	3	1	16	1	1
16	"139472.7"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	65	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"139908.78"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	3	1	1	49	9	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"139910.06"	0	0	0	3	2	2	0	0	0	2	2	1	0	0	0	3	1	1	62	12	3	7	5	3	1	1	1	0	0	1	16	1	1
16	"140052.13"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	3	1	1	52	10	2	3	2	1	1	1	1	9	4	1	16	1	1
16	"140197.5"	0	0	0	2	1	1	0	0	0	3	3	2	0	0	0	2	1	1	48	9	2	1	1	1	1	1	1	8	3	1	16	1	1
16	"140198.58"	0	0	0	4	2	2	0	0	0	2	2	1	0	0	0	4	2	2	75	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"140312.95"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	1	1	1	51	10	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"140565.03"	0	0	0	1	1	1	0	0	0	4	3	2	0	0	0	1	1	1	60	12	3	1	1	1	1	1	1	1	1	1	16	1	1
16	"140662.13"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	3	1	1	64	12	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"140678.72"	0	0	0	2	1	1	1	1	1	1	1	-888	1	1	1	4	2	2	43	8	2	7	5	3	1	1	1	0	0	1	16	1	1
16	"140806.9"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	79	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"141238.19"	0	0	0	2	1	1	0	0	0	3	3	2	0	0	0	2	1	1	54	10	2	1	1	1	1	1	1	1	1	1	16	1	1
16	"141260.95"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	3	1	1	37	7	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"141446.07"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	52	10	2	1	1	1	1	1	1	1	1	1	16	1	1
16	"141572.01"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"141818.26"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	77	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"141931.11"	0	0	0	2	1	1	0	0	0	3	3	2	0	0	0	2	1	1	54	10	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"142355.01"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	65	13	3	5	3	3	1	1	1	3	2	1	16	1	1
16	"142495.53"	0	0	0	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	48	9	2	1	1	1	1	1	1	1	1	1	16	1	1
16	"142586.67"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	47	9	2	9	5	3	1	1	1	5	3	1	16	1	1
16	"142765.96"	0	0	0	4	2	2	1	1	1	1	1	-888	1	1	1	4	2	2	38	7	1	8	5	3	1	1	1	0	0	1	16	1	1
16	"143023.88"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	78	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"143055.69"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"143087.34"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	1	1	1	39	7	1	1	1	1	1	1	1	5	3	1	16	1	1
16	"143207.91"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	61	12	3	3	2	1	1	1	1	5	3	1	16	1	1
16	"143232.65"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	57	11	2	1	1	1	1	1	1	6	4	1	16	1	1
16	"143241.79"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	29	5	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"143694.23"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	71	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"143957.59"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	59	11	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"144172.53"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	3	1	1	61	12	3	8	5	3	1	1	1	0	0	1	16	1	1
16	"144457.07"	0	0	0	3	2	2	0	0	0	2	2	1	0	0	0	4	2	2	36	7	1	7	5	3	1	1	1	0	0	1	16	1	1
16	"144672.3"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	3	1	1	74	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"145085.48"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	1	1	1	56	11	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"145275.35"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	3	1	1	71	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"145322.52"	0	0	0	3	2	2	1	1	1	1	1	-888	3	3	1	4	2	2	34	6	1	2	1	1	1	1	1	3	2	1	16	1	1
16	"145374.79"	0	0	0	6	3	3	0	0	0	2	2	1	0	0	0	1	1	1	54	10	2	3	2	1	1	1	1	4	2	1	16	1	1
16	"145421.09"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	3	1	1	65	13	3	5	3	3	1	1	1	4	2	1	16	1	1
16	"145433.91"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	1	1	1	34	6	1	1	1	1	1	1	1	1	1	1	16	1	1
16	"145951.47"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	58	11	2	2	1	1	1	1	1	3	2	1	16	1	1
16	"145974.74"	0	0	0	1	1	1	1	1	1	2	2	1	0	0	0	2	1	1	33	6	1	1	1	1	1	1	1	8	3	1	16	1	1
16	"146204.26"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	40	8	2	2	1	1	1	1	1	7	2	1	16	1	1
16	"146224.99"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"146315.69"	0	0	0	3	2	2	0	0	0	2	2	1	0	0	0	2	1	1	69	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"146425.72"	0	0	0	6	3	3	1	1	1	1	1	-888	0	0	0	4	2	2	21	4	1	7	5	3	2	1	1	0	0	1	16	1	1
16	"146754.72"	0	0	0	3	2	2	1	1	1	1	1	-888	0	0	0	4	2	2	35	7	1	3	2	1	1	1	1	5	3	1	16	1	1
16	"147176.91"	0	0	0	1	1	1	0	0	0	3	3	2	0	0	0	3	1	1	60	12	3	1	1	1	1	1	1	5	3	1	16	1	1
16	"147371.79"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	76	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"147423.06"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	2	1	1	33	6	1	3	2	1	2	1	1	8	3	1	16	1	1
16	"147529.2"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	35	7	1	1	1	1	1	1	1	3	2	1	16	1	1
16	"147577.04"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"147672.84"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	25	5	1	8	5	3	1	1	1	0	0	1	16	1	1
16	"148067.28"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	72	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"148106.75"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	5	3	3	49	9	2	2	1	1	1	1	1	9	4	1	16	1	1
16	"148184.51"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	1	1	1	45	9	2	1	1	1	1	1	1	6	4	1	16	1	1
16	"148206.86"	0	0	0	4	2	2	0	0	0	4	3	2	2	2	1	2	1	1	46	9	2	1	1	1	1	1	1	8	3	1	16	1	1
16	"148249.69"	0	0	0	1	1	1	0	0	0	2	2	1	1	1	1	4	2	2	55	11	2	3	2	1	1	1	1	1	1	1	16	1	1
16	"148622.42"	0	0	0	3	2	2	0	0	0	2	2	1	0	0	0	3	1	1	63	12	3	2	1	1	1	1	1	9	4	1	16	1	1
16	"148918.91"	0	0	0	1	1	1	0	0	0	3	3	2	0	0	0	1	1	1	73	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"149168.84"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	21	4	1	6	4	3	1	1	1	7	2	1	16	1	1
16	"149266.07"	0	0	0	2	1	1	0	0	0	3	3	2	0	0	0	1	1	1	59	11	2	1	1	1	1	1	1	0	0	1	16	1	1
16	"149327.2"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	73	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"149403.2"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	3	1	1	79	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"149429.85"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	78	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"149631.08"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	1	1	1	47	9	2	1	1	1	1	1	1	6	4	1	16	1	1
16	"149919.42"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	40	8	2	1	1	1	1	1	1	8	3	1	16	1	1
16	"149961.4"	0	0	0	2	1	1	0	0	0	4	3	2	0	0	0	3	1	1	60	12	3	2	1	1	1	1	1	3	2	1	16	1	1
16	"150034.19"	0	0	0	5	2	2	1	1	1	1	1	-888	1	1	1	4	2	2	30	6	1	6	4	3	2	1	1	6	4	1	16	1	1
16	"150117.25"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	69	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"150499.36"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	3	1	1	76	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"150678.78"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	73	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"151083.24"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	58	11	2	1	1	1	1	1	1	1	1	1	16	1	1
16	"151145.94"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	28	5	1	4	5	2	1	1	1	5	3	1	16	1	1
16	"151544.25"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	28	5	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"151613.63"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	4	2	2	44	8	2	1	1	1	1	1	1	1	1	1	16	1	1
16	"151691.87"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	1	1	1	53	10	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"151719.22"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	3	1	1	64	12	3	1	1	1	1	1	1	1	1	1	16	1	1
16	"151925.42"	0	0	0	1	1	1	0	0	0	3	3	2	0	0	0	2	1	1	78	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"151926.47"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	49	9	2	4	5	2	1	1	1	6	4	1	16	1	1
16	"151975.9"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	64	12	3	3	2	1	1	1	1	5	3	1	16	1	1
16	"152176.83"	0	0	0	2	1	1	0	0	0	2	2	1	4	3	1	1	1	1	43	8	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"152342.27"	0	0	0	2	1	1	0	0	0	4	3	2	0	0	0	2	1	1	51	10	2	1	1	1	1	1	1	1	1	1	16	1	1
16	"152440.41"	0	0	0	1	1	1	0	0	0	3	3	2	0	0	0	2	1	1	78	15	3	5	3	3	1	1	1	7	2	1	16	1	1
16	"152764.11"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	3	1	1	61	12	3	4	5	2	2	1	1	0	0	1	16	1	1
16	"152800.36"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	25	5	1	6	4	3	1	1	1	6	4	1	16	1	1
16	"152930.93"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	4	2	2	70	14	3	3	2	1	1	1	1	0	0	1	16	1	1
16	"152996.94"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	57	11	2	1	1	1	1	1	1	1	1	1	16	1	1
16	"153171.22"	0	0	0	3	2	2	0	0	0	2	2	1	0	0	0	2	1	1	31	6	1	1	1	1	1	1	1	9	4	1	16	1	1
16	"153244.51"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	68	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"153383.35"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	39	7	1	7	5	3	1	1	1	0	0	1	16	1	1
16	"153455.62"	0	0	0	1	1	1	0	0	0	3	3	2	0	0	0	3	1	1	76	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"153835.41"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	50	10	2	1	1	1	1	1	1	8	3	1	16	1	1
16	"154209.35"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	65	13	3	5	3	3	1	1	1	4	2	1	16	1	1
16	"154239.21"	0	0	0	4	2	2	0	0	0	2	2	1	0	0	0	3	1	1	61	12	3	1	1	1	1	1	1	5	3	1	16	1	1
16	"154345.29"	0	0	0	3	2	2	0	0	0	2	2	1	0	0	0	3	1	1	65	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"154386.69"	0	0	0	2	1	1	0	0	0	2	2	1	1	1	1	4	2	2	27	5	1	1	1	1	1	1	1	5	3	1	16	1	1
16	"154562.44"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	67	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"154691.99"	0	0	0	6	3	3	0	0	0	1	1	-888	0	0	0	2	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"155705.92"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	3	1	1	62	12	3	8	5	3	1	1	1	0	0	1	16	1	1
16	"156068.54"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	51	10	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"156320.69"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	1	1	1	78	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"156443.49"	0	0	0	2	1	1	0	0	0	4	3	2	1	1	1	3	1	1	48	9	2	1	1	1	1	1	1	6	4	1	16	1	1
16	"156514.69"	1	1	1	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"156558.55"	0	0	0	5	2	2	0	0	0	2	2	1	3	3	1	2	1	1	46	9	2	1	1	1	1	1	1	8	3	1	16	1	1
16	"156560.91"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	74	14	3	1	1	1	1	1	1	2	1	1	16	1	1
16	"156647.55"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	1	1	1	37	7	1	1	1	1	1	1	1	3	2	1	16	1	1
16	"156868.71"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"157026.89"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	25	5	1	1	1	1	1	1	1	8	3	1	16	1	1
16	"157276.5"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	3	1	1	75	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"157635.59"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	22	4	1	1	1	1	1	1	1	4	2	1	16	1	1
16	"158278.68"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	63	12	3	1	1	1	1	1	1	4	2	1	16	1	1
16	"158284.12"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	68	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"158433.38"	0	0	0	1	1	1	0	0	0	3	3	2	0	0	0	2	1	1	68	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"158509.24"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	43	8	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"158598.12"	0	0	0	2	1	1	0	0	0	2	2	1	3	3	1	1	1	1	40	8	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"158715.86"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	50	10	2	3	2	1	1	1	1	1	1	1	16	1	1
16	"158819.42"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	78	15	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"159142.16"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	1	1	1	32	6	1	3	2	1	1	1	1	3	2	1	16	1	1
16	"159353.2"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	1	1	1	37	7	1	1	1	1	2	1	1	2	1	1	16	1	1
16	"159353.73"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	37	7	1	4	5	2	1	1	1	5	3	1	16	1	1
16	"159367.75"	0	0	0	1	1	1	0	0	0	3	3	2	0	0	0	2	1	1	55	11	2	2	1	1	1	1	1	9	4	1	16	1	1
16	"159629.76"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"159698.65"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	4	2	2	35	7	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"159870.93"	0	0	0	2	1	1	0	0	0	2	2	1	1	1	1	3	1	1	39	7	1	1	1	1	1	1	1	8	3	1	16	1	1
16	"159983.06"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	2	1	1	67	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"160246.96"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	74	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"160442.91"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	20	4	1	6	4	3	1	1	1	7	2	1	16	1	1
16	"160680.05"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	73	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"161476.84"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	38	7	1	1	1	1	1	1	1	5	3	1	16	1	1
16	"161681.04"	0	0	0	3	2	2	0	0	0	2	2	1	0	0	0	4	2	2	72	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"161765.65"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	59	11	2	3	2	1	1	1	1	1	1	1	16	1	1
16	"161921.56"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	64	12	3	5	3	3	1	1	1	9	4	1	16	1	1
16	"162654.14"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	24	4	1	1	1	1	1	1	1	3	2	1	16	1	1
16	"162850.89"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	31	6	1	2	1	1	1	1	1	2	1	1	16	1	1
16	"163005.23"	0	0	0	2	1	1	0	0	0	3	3	2	3	3	1	1	1	1	53	10	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"163166.2"	0	0	0	1	1	1	0	0	0	3	3	2	0	0	0	2	1	1	65	13	3	1	1	1	1	1	1	1	1	1	16	1	1
16	"163242.18"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	1	1	1	36	7	1	1	1	1	1	1	1	8	3	1	16	1	1
16	"163688.16"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	36	7	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"163803.49"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	53	10	2	4	5	2	1	1	1	1	1	1	16	1	1
16	"164052.55"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	2	1	1	43	8	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"164086.47"	0	0	0	1	1	1	0	0	0	4	3	2	0	0	0	1	1	1	60	12	3	1	1	1	1	1	1	2	1	1	16	1	1
16	"164105.31"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	3	1	1	66	13	3	2	1	1	1	1	1	7	2	1	16	1	1
16	"164123.59"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	23	4	1	6	4	3	1	1	1	0	0	1	16	1	1
16	"164148.36"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	4	2	2	68	13	3	5	3	3	1	1	1	8	3	1	16	1	1
16	"164500.82"	0	0	0	1	1	1	1	1	1	1	1	-888	1	1	1	1	1	1	47	9	2	2	1	1	1	1	1	4	2	1	16	1	1
16	"164543.16"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	54	10	2	3	2	1	1	1	1	5	3	1	16	1	1
16	"165392.25"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	4	2	2	61	12	3	1	1	1	1	1	1	2	1	1	16	1	1
16	"165670.76"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	3	1	1	40	8	2	4	5	2	1	1	1	0	0	1	16	1	1
16	"165830.52"	0	0	0	5	2	2	0	0	0	2	2	1	0	0	0	4	2	2	29	5	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"166390.37"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	4	2	2	47	9	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"166459.77"	0	0	0	1	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	74	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"166678.03"	0	0	0	5	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	68	13	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"166888.93"	0	0	0	1	1	1	0	0	0	2	2	1	2	2	1	2	1	1	42	8	2	1	1	1	1	1	1	3	2	1	16	1	1
16	"167224.89"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	70	14	3	5	3	3	1	1	1	0	0	1	16	1	1
16	"167292.51"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	51	10	2	1	1	1	1	1	1	1	1	1	16	1	1
16	"167315.25"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	20	4	1	6	4	3	1	1	1	0	0	1	16	1	1
16	"168130.81"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	1	1	1	29	5	1	2	1	1	1	1	1	2	1	1	16	1	1
16	"168252.48"	0	0	0	3	2	2	0	0	0	2	2	1	0	0	0	4	2	2	52	10	2	1	1	1	1	1	1	5	3	1	16	1	1
16	"168269.49"	0	0	0	4	2	2	0	0	0	2	2	1	0	0	0	3	1	1	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"168327.24"	0	0	0	2	1	1	0	0	0	2	2	1	2	2	1	2	1	1	44	8	2	3	2	1	1	1	1	3	2	1	16	1	1
16	"168425.37"	0	0	0	1	1	1	0	0	0	2	2	1	2	2	1	1	1	1	45	9	2	3	2	1	1	1	1	5	3	1	16	1	1
16	"168456.4"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	2	1	1	52	10	2	1	1	1	1	1	1	6	4	1	16	1	1
16	"168538.93"	0	0	0	2	1	1	0	0	0	2	2	1	0	0	0	2	1	1	31	6	1	1	1	1	1	1	1	2	1	1	16	1	1
16	"168556.15"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	51	10	2	9	5	3	1	1	1	7	2	1	16	1	1
16	"168623.19"	0	0	0	3	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	80	16	4	5	3	3	1	1	1	0	0	1	16	1	1
16	"168728.22"	0	0	0	2	1	1	0	0	0	1	1	-888	0	0	0	1	1	1	49	9	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"169158.94"	0	0	0	5	2	2	1	1	1	1	1	-888	0	0	0	3	1	1	35	7	1	7	5	3	1	1	1	0	0	1	16	1	1
16	"169244.92"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	1	1	1	56	11	2	1	1	1	1	1	1	4	2	1	16	1	1
16	"169247.91"	0	0	0	2	1	1	1	1	1	1	1	-888	0	0	0	1	1	1	44	8	2	3	2	1	1	1	1	1	1	1	16	1	1
16	"169428.52"	0	0	0	2	1	1	1	1	1	4	3	2	1	1	1	1	1	1	55	11	2	3	2	1	1	1	1	2	1	1	16	1	1
16	"170080.1"	0	0	0	3	2	2	0	0	0	3	3	2	0	0	0	3	1	1	49	9	2	1	1	1	1	1	1	9	4	1	16	1	1
16	"170123.92"	0	0	0	5	2	2	0	0	0	4	3	2	0	0	0	4	2	2	23	4	1	6	4	3	1	1	1	0	0	1	16	1	1
16	"170137.37"	0	0	0	1	1	1	0	0	0	2	2	1	0	0	0	4	2	2	45	9	2	3	2	1	1	1	1	1	1	1	16	1	1
16	"170657.63"	0	0	0	1	1	1	0	0	0	4	3	2	1	1	1	1	1	1	52	10	2	1	1	1	1	1	1	2	1	1	16	1	1
16	"170726.03"	0	0	0	4	2	2	0	0	0	1	1	-888	0	0	0	4	2	2	63	12	3	2	1	1	1	1	1	5	3	1	16	1	1
